Breakdown,Bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
Net Long Term Debt Issuance,BAC,0.5215807855108224,0.2613308680259694,0.5211832534146491,0.46920523445006557
Long Term Debt Issuance,BAC,0.5218042875402575,0.2615909871308068,0.5213922490470974,0.4694350276426143
Long Term Debt Payments,BAC,0.5212528561684936,0.2608274338694628,0.5208410345593555,0.46893199679079345
Net Short Term Debt Issuance,BAC,0.5215022431337826,0.2611118348311282,0.5210698112673391,0.4691383400356668
Net Common Stock Issuance,BAC,0.5214534117689347,0.26104880435533556,0.5209378868470617,0.4691281223188378
Common Stock Payments,BAC,0.5214534117689347,0.26104880435533556,0.5209378868470617,0.4691281223188378
Net Preferred Stock Issuance,BAC,0.5214763581979287,0.26111636428727764,0.5210509139131386,0.4691671049214113
Preferred Stock Issuance,BAC,0.5214763581979287,0.2611213596739922,0.5210597109573354,0.4691722425351264
Preferred Stock Payments,BAC,0.5214763581979287,0.26108255758758564,0.5210412331476071,0.46915665236962706
Cash Dividends Paid,BAC,0.5214307912835342,0.2610220477197682,0.5210140788011369,0.46912475794866243
Net Other Financing Charges,BAC,0.5214727627893647,0.2610851698540327,0.5210472629835837,0.46915890966072765
End Cash Position,BAC,0.5231465583605917,0.2628458909067883,0.5226042237621875,0.47098517797484685
Changes in Cash,BAC,0.521992552559959,0.26020996129759216,0.5209213371566094,0.4701976853114023
Effect of Exchange Rate Changes,BAC,0.5214760071817509,0.26106369885700736,0.5210348194730711,0.4691749982514381
Beginning Cash Position,BAC,0.5226307150147391,0.2637473367007892,0.5227481275161148,0.4699360743786907
Income Tax Paid Supplemental Data,BAC,0.52149343262772,0.2611050291895951,0.5210623487316227,0.46917565962335295
Interest Paid Supplemental Data,BAC,0.5218253886270598,0.2612290583783882,0.5210701415470298,0.46920330305237234
Issuance of Capital Stock,BAC,0.5214763581979287,0.2611213596739922,0.5210597109573354,0.4691722425351264
Issuance of Debt,BAC,0.5218042875402575,0.2615909871308068,0.5213922490470974,0.4694350276426143
Repayment of Debt,BAC,0.5212528561684936,0.2608274338694628,0.5208410345593555,0.46893199679079345
Repurchase of Capital Stock,BAC,0.5214534117689347,0.26104380896862106,0.520929089802865,0.4691229847051227
Free Cash Flow,BAC,0.5217019211937791,0.2610392260450297,0.5210179261132107,0.46934387333957195
Operating Cash Flow,WFC,0.5216787340679775,0.26129415116979693,0.520998591361582,0.4691716195036124
Cash Flow from Continuing Operating Activities,WFC,0.5216787340679775,0.26129415116979693,0.520998591361582,0.4691716195036124
Net Income from Continuing Operations,WFC,0.5215717794386036,0.2611897368939747,0.521156250818307,0.4691793403018354
Depreciation Amortization Depletion,WFC,0.5215078042329422,0.26113973719759337,0.5210852451480251,0.46920117995267474
Depreciation & amortization,WFC,0.5215078042329422,0.26113973719759337,0.5210852451480251,0.46920117995267474
Deferred Tax,WFC,0.5214761074720874,0.26109701671151625,0.5210450938493982,0.469146027286039
Deferred Income Tax,WFC,0.5214761074720874,0.26109701671151625,0.5210450938493982,0.469146027286039
Other non-cash items,WFC,0.521494295124614,0.2609041138193516,0.5207383889873433,0.4689109239479713
Asset Impairment Charge,WFC,0.5214806255517473,0.26107742471316336,0.5210447278637949,0.46918249859235617
Stock based compensation,WFC,0.5215401175740774,0.26272702688187277,0.5216092183916743,0.4691702536268318
Provision for Loan Lease And Other Losses,WFC,0.5215034315742703,0.261099269982282,0.5210314854334896,0.46922950392380935
Change in working capital,WFC,0.5215028398612849,0.2613121696977168,0.5211975804120471,0.4692928853989795
Change in Payables And Accrued Expense,WFC,0.521499500193079,0.26108098411715264,0.5210532972827993,0.46917106836035005
Change in Accrued Expense,WFC,0.521499500193079,0.26108098411715264,0.5210532972827993,0.46917106836035005
Change in Deferred Charges,WFC,0.5215401175740774,0.26272702688187277,0.5216092183916743,0.4691459074722863
Change in Other Current Assets,WFC,0.5214420689318751,0.2610175717310607,0.5211191077428098,0.46910282244682094
Change in Other Working Capital,WFC,0.5215139871321882,0.26138871979810385,0.5211252357700458,0.4693425745584928
Investing Cash Flow,WFC,0.5215568060913622,0.26076311253685863,0.5210160247733692,0.4697491361692022
Cash Flow from Continuing Investing Activities,WFC,0.5215568060913622,0.26076311253685863,0.5210160247733692,0.4697491361692022
Proceeds Payment Federal Funds Sold And Securities Purchased Under Agreement To Resell,WFC,0.5214125284132552,0.26108217567728637,0.5210475709470791,0.46933656470065815
Net Investment Purchase And Sale,WFC,0.5215468221883625,0.26123443567540205,0.520999832142042,0.4692991588470701
Purchase of Investment,WFC,0.5212953993292422,0.2607098589647275,0.5202048890954496,0.46845739534620956
Sale of Investment,WFC,0.521727781057049,0.26161212968497477,0.5218449732383963,0.47000355348420264
Net Investment Properties Purchase And Sale,WFC,0.5215401175740774,0.26272702688187277,0.5216092183916743,0.46916728703831534
Sale of Investment Properties,WFC,0.5215401175740774,0.26272702688187277,0.5216092183916743,0.46916728703831534
Net Proceeds Payment for Loan,WFC,0.5215482112095231,0.2606154583769522,0.5210518020977126,0.46943323522887415
Proceeds from Loans,WFC,0.5215738504340526,0.2612221305255593,0.5212322731692978,0.4695020802111667
Payment for Loans,WFC,0.5214507189733992,0.2604808808256931,0.5208695591202187,0.46909294500104964
Net Other Investing Changes,WFC,0.5214783188740075,0.26109370173011853,0.521066910161947,0.4691655473426264
Financing Cash Flow,WFC,0.5215791257057532,0.260631972178293,0.5209998723111936,0.4691558328435587
Cash Flow from Continuing Financing Activities,WFC,0.5215791257057532,0.260631972178293,0.5209998723111936,0.4691558328435587
Net Issuance Payments of Debt,WFC,0.5218002909703475,0.2614749169526506,0.5207355994629278,0.468813256569333
Net Long Term Debt Issuance,WFC,0.5216076633210078,0.2613483977087062,0.5208453505115312,0.4690313799023702
Long Term Debt Issuance,WFC,0.5217224255530791,0.2614980072493449,0.5210557208216114,0.4693445586742373
Long Term Debt Payments,WFC,0.5213615959658573,0.2609379434336615,0.5208396598817235,0.46884861121147514
Net Short Term Debt Issuance,WFC,0.5216689858472684,0.2612140722182446,0.5209402791432004,0.46894366665030496
Net Common Stock Issuance,WFC,0.5214169311590282,0.26104147167758945,0.5209854739019706,0.4691454234247255
Common Stock Issuance,WFC,0.5215401175740774,0.26272702688187277,0.5216092183916743,0.4691645265294535
Common Stock Payments,WFC,0.5214169311590282,0.26104147167758945,0.5209854739019706,0.4691454234247255
Net Preferred Stock Issuance,WFC,0.5214763431543782,0.2610875529743002,0.5210459284751033,0.46915946080399
Preferred Stock Issuance,WFC,0.5214849931959025,0.2610875529743002,0.5210757205958608,0.46917672356947676
Preferred Stock Payments,WFC,0.5214677081564045,0.2610875529743002,0.5210202380710464,0.4691445272178554
Cash Dividends Paid,WFC,0.5214466221131527,0.2610471239500188,0.5210338420237158,0.46913235414058263
Common Stock Dividend Paid,WFC,0.5214523436768508,0.26105564054969266,0.521039220226789,0.46913853653022114
Preferred Stock Dividend Paid,WFC,0.5214706366342307,0.2610790363746263,0.5210446519887307,0.46915560759370367
Net Other Financing Charges,WFC,0.5214738058088645,0.261083435981274,0.5210484189625014,0.4691606829042674
End Cash Position,WFC,0.5226600449236523,0.26230322692434,0.5220954546779519,0.47042995625235656
Changes in Cash,WFC,0.5218619494692355,0.26051412993634815,0.5209144280625371,0.469753008549689
Beginning Cash Position,WFC,0.5222744536523454,0.26287664996229204,0.5222310568072187,0.4698387376860098
Income Tax Paid Supplemental Data,WFC,0.5215401175740774,0.2611133395577074,0.521064160806683,0.46916742122971833
Interest Paid Supplemental Data,WFC,0.5216289549594494,0.2611508660637143,0.521069597031864,0.4692021144999457
Issuance of Capital Stock,WFC,0.5214849931959025,0.2610875529743002,0.5210757205958608,0.46917672356947676
Issuance of Debt,WFC,0.5217224255530791,0.2614980072493449,0.5210557208216114,0.4693445586742373
Repayment of Debt,WFC,0.5213615959658573,0.2609379434336615,0.5208396598817235,0.46884861121147514
Repurchase of Capital Stock,WFC,0.5214082811175039,0.26104147167758945,0.5209556817812131,0.4691281606592387
Free Cash Flow,WFC,0.5216787340679775,0.26129415116979693,0.520998591361582,0.4691716195036124
Operating Cash Flow,JPM,0.5215414165392244,0.2619057499612647,0.5213985377509397,0.46877881730426135
Cash Flow from Continuing Operating Activities,JPM,0.5215414165392244,0.2619057499612647,0.5213985377509397,0.46877881730426135
Net Income from Continuing Operations,JPM,0.5217248375356723,0.2613753300230112,0.5212657563887619,0.4693014017605203
Operating Gains Losses,JPM,0.5214624429137376,0.26272702688187277,0.5216092183916743,0.46959003872102373
Gain Loss On Sale of Business,JPM,0.5214624429137376,0.2610875529743002,0.5210500301918038,0.46959003872102373
Depreciation Amortization Depletion,JPM,0.5215140272483229,0.2611414099647042,0.5210854326040658,0.46920307300996716
Depreciation & amortization,JPM,0.5215140272483229,0.2611414099647042,0.5210854326040658,0.46920307300996716
Deferred Tax,JPM,0.5214536223786413,0.2610666395663118,0.5210667584118187,0.4691446662018085
Deferred Income Tax,JPM,0.5214536223786413,0.2610666395663118,0.5210667584118187,0.4691446662018085
Other non-cash items,JPM,0.5215268393388123,0.2612865664312533,0.5210117579168232,0.4692276875473187
Provision for Loan Lease And Other Losses,JPM,0.5215230934947436,0.26113635347234176,0.52100871845102,0.4692455637592192
Change in working capital,JPM,0.5211947028168668,0.2613372153751434,0.5212102649374692,0.46846537494213836
Change in Receivables,JPM,0.5215762874892298,0.26091210338281245,0.5209946815641613,0.469075466570808
Changes in Account Receivables,JPM,0.5215762874892298,0.26091210338281245,0.5209946815641613,0.469075466570808
Change in Payables And Accrued Expense,JPM,0.5213490496447596,0.26153525877993633,0.5212426725163187,0.4691973267423884
Change in Payable,JPM,0.5213490496447596,0.26153525877993633,0.5212426725163187,0.4691973267423884
Change in Account Payable,JPM,0.5213490496447596,0.26153525877993633,0.5212426725163187,0.4691973267423884
Change in Other Current Assets,JPM,0.5216416868176698,0.2610655396646499,0.5209976094489878,0.468958442082286
Change in Other Working Capital,JPM,0.5210567534589937,0.2610869724706453,0.521125391983413,0.4687195094966825
Investing Cash Flow,JPM,0.5218155551595648,0.26003486306357976,0.5204727369982064,0.4679065635996177
Cash Flow from Continuing Investing Activities,JPM,0.5218155551595648,0.26003486306357976,0.5204727369982064,0.4679065635996177
Proceeds Payment Federal Funds Sold And Securities Purchased Under Agreement To Resell,JPM,0.5216756350965792,0.26067296642981735,0.5212038914320847,0.4689359889850329
Net Investment Purchase And Sale,JPM,0.521955715919358,0.2611827784883219,0.5206178949223108,0.46829552696633275
Purchase of Investment,JPM,0.5208764214049104,0.2598659441382096,0.5194408495161419,0.4671990250496147
Sale of Investment,JPM,0.5225556527123763,0.2624043873244124,0.5222270755979729,0.4702582919000603
Net Proceeds Payment for Loan,JPM,0.5212706075580563,0.2604453631678604,0.5208003030396502,0.46903380972527464
Proceeds from Loans,JPM,0.5217136050179829,0.26143044731740284,0.5212100149960815,0.46927469767132196
Payment for Loans,JPM,0.5210333607380021,0.26010246882475774,0.5206403182353724,0.46892090203729486
Net Business Purchase And Sale,JPM,0.5214266141910184,0.2610875529743002,0.5210500301918038,0.46959003872102373
Net Other Investing Changes,JPM,0.5213924151862677,0.2609964139004808,0.5210007381795722,0.4691266078730039
Financing Cash Flow,JPM,0.5213481319881805,0.2601231760011845,0.5222818529310151,0.47202124104216076
Cash Flow from Continuing Financing Activities,JPM,0.5213481319881805,0.2601231760011845,0.5222818529310151,0.47202124104216076
Change in Federal Funds And Securities Sold for Repurchase,JPM,0.5215455635446392,0.2611521340059079,0.5209571992824951,0.4693128895031277
Net Issuance Payments of Debt,JPM,0.5215194980861796,0.26127012137376643,0.521207359368838,0.4690566845669372
Net Long Term Debt Issuance,JPM,0.5215291961617203,0.2613387430163405,0.5211726666115873,0.46903541522956066
Long Term Debt Issuance,JPM,0.5218545380133672,0.2616867091282175,0.521417841259895,0.4695388965810916
Long Term Debt Payments,JPM,0.5211510163462818,0.26073958686242316,0.5208048555434963,0.46865830863181124
Net Short Term Debt Issuance,JPM,0.521466660122388,0.26101893133172616,0.5210847229490545,0.46918305932071874
Net Common Stock Issuance,JPM,0.5214270955846337,0.26106340096697395,0.5209678708870991,0.4691305569342924
Common Stock Payments,JPM,0.5214270955846337,0.26106340096697395,0.5209678708870991,0.4691305569342924
Net Preferred Stock Issuance,JPM,0.5214763581979287,0.2610307705510037,0.5210713421583383,0.46917650311217185
Preferred Stock Issuance,JPM,0.5214763581979287,0.2610875529743002,0.5210828349989302,0.4691833564588254
Preferred Stock Payments,JPM,0.5214763581979287,0.2610307705510037,0.521038537351212,0.4691549366366886
Cash Dividends Paid,JPM,0.5214088477579053,0.26098396362472437,0.5209926418639087,0.4691009725224795
Net Other Financing Charges,JPM,0.5215140071902555,0.26110618255869894,0.5210244513687234,0.4691638028543873
End Cash Position,JPM,0.5246061738891622,0.26542020310829917,0.5243565494411357,0.4716903825529476
Changes in Cash,JPM,0.5217523872911123,0.2598886830774286,0.5220530672965535,0.47038304197935543
Effect of Exchange Rate Changes,JPM,0.5214857403589095,0.26096043031208294,0.5209986672366461,0.46920566577957523
Beginning Cash Position,JPM,0.5243207626349978,0.26674619566738805,0.5234048752915438,0.47042525476070124
Income Tax Paid Supplemental Data,JPM,0.521526042030637,0.2611208173613672,0.521133657902161,0.4692008013412163
Interest Paid Supplemental Data,JPM,0.5218630476484203,0.26126432397542343,0.521072980167075,0.4692244621610964
Issuance of Capital Stock,JPM,0.5214763581979287,0.2610875529743002,0.5210828349989302,0.4691833564588254
Issuance of Debt,JPM,0.5218545380133672,0.2616867091282175,0.521417841259895,0.4695388965810916
Repayment of Debt,JPM,0.5211510163462818,0.26073958686242316,0.5208048555434963,0.46865830863181124
Repurchase of Capital Stock,JPM,0.5214270955846337,0.26100661854367746,0.5209563780465072,0.46912370358763883
Free Cash Flow,JPM,0.5215414165392244,0.2619057499612647,0.5213985377509397,0.46877881730426135
Operating Cash Flow,HSBC,0.5216724809654959,0.26123539045115024,0.5215155995851313,0.47003508846390923
Investing Cash Flow,HSBC,0.5211608849153947,0.26087825849209056,0.5211729299426922,0.46905429308443364
Financing Cash Flow,HSBC,0.5213883133115043,0.2610395392114751,0.5210018539893384,0.4691395381731936
End Cash Position,HSBC,0.5239381499866855,0.2650721835289802,0.523612072238649,0.4714062514272814
Changes in Cash,HSBC,0.5212689627965374,0.2609780822061155,0.5215903231335541,0.4699053397548521
Effect of Exchange Rate Changes,HSBC,0.5215296173811337,0.2607970796388763,0.5209815417883545,0.469254928402129
Beginning Cash Position,HSBC,0.5240922862048717,0.2654721276325888,0.5231402677003482,0.4705695632369846
Capital Expenditure,HSBC,0.521457829558258,0.26105387612410996,0.5210341187445379,0.46914496813246526
Issuance of Capital Stock,HSBC,0.5214863671735127,0.2610875529743002,0.5210589388169772,0.46916896443085293
Issuance of Debt,HSBC,0.5215026192225445,0.2611433118779946,0.5210500301918038,0.4691617899833422
Repayment of Debt,HSBC,0.5214655920303041,0.2610739798822639,0.5210461739532518,0.46914483394106227
Repurchase of Capital Stock,HSBC,0.5214240618019542,0.26105209642211535,0.5210252904576677,0.46915901509683
Free Cash Flow,HSBC,0.5216539523258252,0.26120171360096,0.5214996881378653,0.4700182666130323
Operating Cash Flow,MS,0.5213081913616644,0.26103869137061075,0.5212016508860742,0.46904086915158283
Cash Flow from Continuing Operating Activities,MS,0.5213081913616644,0.26103869137061075,0.5212016508860742,0.46904086915158283
Net Income from Continuing Operations,MS,0.5215226421882293,0.2611729404790125,0.5211175143664636,0.4692153659009926
Depreciation Amortization Depletion,MS,0.5214976999815386,0.2611180905218304,0.5210688472077011,0.4691798531046969
Depreciation & amortization,MS,0.5214976999815386,0.2611180905218304,0.5210688472077011,0.4691798531046969
Deferred Tax,MS,0.5214740364766385,0.2610810681374185,0.5210500480447601,0.4691605918458153
Deferred Income Tax,MS,0.5214740364766385,0.2610810681374185,0.5210500480447601,0.4691605918458153
Other non-cash items,MS,0.521477902669111,0.26109227338559926,0.5210493740956613,0.4691631031420716
Stock based compensation,MS,0.5214849280071837,0.2611018746105231,0.521059336045254,0.46916807780908304
Provision for Loan Lease And Other Losses,MS,0.5214790259208799,0.26108969167197615,0.5210500480447601,0.4691654371139739
Change in working capital,MS,0.5212301053056557,0.2609080704100521,0.5211066642322971,0.46895918013500254
Change in Receivables,MS,0.5214793769370577,0.2611995596268721,0.5210534847388401,0.46901909659644503
Changes in Account Receivables,MS,0.5214793769370577,0.2611995596268721,0.5210534847388401,0.46901909659644503
Change in Payables And Accrued Expense,MS,0.5214581605163685,0.26105014867958903,0.5210846560004686,0.4692106116912861
Change in Payable,MS,0.5214581605163685,0.26105014867958903,0.5210846560004686,0.4692106116912861
Change in Account Payable,MS,0.5214581605163685,0.26105014867958903,0.5210846560004686,0.4692106116912861
Change in Loans,MS,0.5214928258711841,0.2611367277444351,0.5210850041331156,0.4690102351712965
Change in Other Working Capital,MS,0.5212288165748316,0.2607842932820565,0.5210336099352845,0.46920460662600155
Investing Cash Flow,MS,0.5214608934280385,0.26099870536227643,0.5208273279521876,0.46898016191937264
Cash Flow from Continuing Investing Activities,MS,0.5214608934280385,0.26099870536227643,0.5208273279521876,0.46898016191937264
Net Investment Purchase And Sale,MS,0.5215029852822728,0.2612055250657468,0.5210143108895683,0.4690587022305324
Purchase of Investment,MS,0.5213606331786268,0.26085968237513374,0.5207395181868266,0.46887530571557323
Sale of Investment,MS,0.5216187103015747,0.26143339566491325,0.5213248228945454,0.46934518649830137
Net Proceeds Payment for Loan,MS,0.5214560042741335,0.26090689412633034,0.5208888804821302,0.4690757685014648
Net PPE Purchase And Sale,MS,0.5214592486665196,0.26106404257627674,0.5210397290360423,0.4691548695409871
Purchase of PPE,MS,0.5215401175740774,0.26106404257627674,0.5210397290360423,0.4691548695409871
Net Business Purchase And Sale,MS,0.5214763581979287,0.2610875529743002,0.5210382115347603,0.46918003522160096
Purchase of Business,MS,0.5214763581979287,0.2610875529743002,0.5210382115347603,0.4691617899833422
Sale of Business,MS,0.5215401175740774,0.2610875529743002,0.5210500301918038,0.46918003522160096
Net Other Investing Changes,MS,0.5214717297988987,0.2610849025168232,0.5210463167769019,0.46915794635815605
Financing Cash Flow,MS,0.5214626886250621,0.26126104718505566,0.521235464385229,0.469563329001539
Cash Flow from Continuing Financing Activities,MS,0.5214626886250621,0.26126104718505566,0.521235464385229,0.469563329001539
Net Issuance Payments of Debt,MS,0.521544650902577,0.26137445926752884,0.5211399599957205,0.469210875281542
Net Long Term Debt Issuance,MS,0.521544650902577,0.26137445926752884,0.5211399599957205,0.469210875281542
Long Term Debt Issuance,MS,0.5218696166654618,0.26164101738001205,0.5214529401719005,0.46945282238116304
Long Term Debt Payments,MS,0.5211513924350438,0.260820994861817,0.5207370500156239,0.4689198428837211
Net Common Stock Issuance,MS,0.52144537851298,0.26100451803703145,0.5209961365800964,0.4691527320636392
Common Stock Payments,MS,0.52144537851298,0.26100451803703145,0.5209961365800964,0.4691527320636392
Net Preferred Stock Issuance,MS,0.5214763581979287,0.26109514535104983,0.5210557208216114,0.4691617899833422
Preferred Stock Issuance,MS,0.5214763581979287,0.26109514535104983,0.5210557208216114,0.4691617899833422
Cash Dividends Paid,MS,0.5214474595374626,0.2610462990237723,0.5210314140216645,0.46914866318859805
Net Other Financing Charges,MS,0.5214797229387187,0.261078165619144,0.5210476736015777,0.4691749886663379
End Cash Position,MS,0.5219238135633133,0.2620662133926088,0.5216200974013554,0.46966814207238744
Changes in Cash,MS,0.5212790570189075,0.26112333796934245,0.5211643828398831,0.4692607801058101
Effect of Exchange Rate Changes,MS,0.5214786197450171,0.26105483853806416,0.5210341856931238,0.46917534331504585
Beginning Cash Position,MS,0.5221188531952461,0.26206314283380266,0.5215215892519562,0.46955559861821583
Income Tax Paid Supplemental Data,MS,0.5214865627396689,0.2611192286145222,0.521068914156287,0.4691742074806704
Interest Paid Supplemental Data,MS,0.5216866670335956,0.26116255251887216,0.5210558457923052,0.46918153528978457
Capital Expenditure,MS,0.5214592486665196,0.26106404257627674,0.5210397290360423,0.4691548695409871
Issuance of Capital Stock,MS,0.5214763581979287,0.26109514535104983,0.5210557208216114,0.4691617899833422
Issuance of Debt,MS,0.5218696166654618,0.26164101738001205,0.5214529401719005,0.46945282238116304
Repayment of Debt,MS,0.5211513924350438,0.260820994861817,0.5207370500156239,0.4689198428837211
Repurchase of Capital Stock,MS,0.52144537851298,0.26100451803703145,0.5209961365800964,0.4691527320636392
Free Cash Flow,MS,0.5212910818302553,0.26101518097258725,0.5211913497303126,0.46903394870922777
Operating Cash Flow,RY,0.5216071317822243,0.2612551504900348,0.5213224841572754,0.4698270869966988
Cash Flow from Continuing Operating Activities,RY,0.5216071317822243,0.2612551504900348,0.5213224841572754,0.4698270869966988
Net Income from Continuing Operations,RY,0.5215509040050585,0.2612082900963135,0.5211216651787939,0.4692166023789203
Operating Gains Losses,RY,0.5214760372688518,0.2610856357845978,0.5210486733671281,0.46916043369166177
Gain Loss On Sale of Business,RY,0.5214758968623807,0.26108678915370165,0.5210499141475882,0.46916182832374304
Gain Loss On Investment Securities,RY,0.5214753903961814,0.26108722453144284,0.5210493562427051,0.4691607452074188
Earnings Losses from Equity Investments,RY,0.5214774664061471,0.2610867280480538,0.5210494633604427,0.46916144012718436
Depreciation Amortization Depletion,RY,0.5214907498612182,0.26110780949657386,0.5210615989074598,0.4691744806560265
Depreciation & amortization,RY,0.5214907498612182,0.26110780949657386,0.5210615989074598,0.4691744806560265
Depreciation,RY,0.5214827517068814,0.2610972153048719,0.5210557252848506,0.4691681784526353
Amortization,RY,0.5214843563522655,0.26109814716600216,0.5210559038144131,0.4691680921867334
Amortization of Intangibles,RY,0.5214843563522655,0.26109814716600216,0.5210559038144131,0.4691680921867334
Deferred Tax,RY,0.5214713687536872,0.26109189911350594,0.5210526233337005,0.4691589815489793
Deferred Income Tax,RY,0.5214713687536872,0.26109189911350594,0.5210526233337005,0.4691589815489793
Provision for Loan Lease And Other Losses,RY,0.5214887340254544,0.2610912498659972,0.5210466693727881,0.46918264236885937
Change in working capital,RY,0.5215111288575977,0.26110803100454744,0.5212414049564243,0.4697428962689624
Change in Loans,RY,0.5214977049960554,0.260317247538865,0.5207737333774974,0.4691423897405075
Change in Other Current Liabilities,RY,0.5215401175740774,0.26272702688187277,0.5216092183916743,0.4691656911191296
Change in Other Working Capital,RY,0.5214897820594709,0.26187833643998265,0.5215177017707308,0.4697622965117971
Investing Cash Flow,RY,0.5213346228798523,0.26065176277000146,0.5207940723579157,0.4689722110787445
Cash Flow from Continuing Investing Activities,RY,0.5213346228798523,0.26065176277000146,0.5207940723579157,0.4689722110787445
Capital Expenditure Reported,RY,0.5215401175740774,0.26272702688187277,0.5216092183916743,0.4691491903691099
Proceeds Payment in Interest Bearing Deposits in Bank,RY,0.5215703452867915,0.2608708341558726,0.5208687423474698,0.4691585502194696
Net Investment Purchase And Sale,RY,0.521245740569118,0.2609056032695188,0.5209847687101984,0.46898815589295173
Purchase of Investment,RY,0.520461139179479,0.26014832861349485,0.5204986103950651,0.46844522706148695
Sale of Investment,RY,0.5222609595875677,0.2618448276303241,0.5215361885069372,0.46970471881480697
Net PPE Purchase And Sale,RY,0.5214626685669947,0.2610684574593364,0.5210402735512082,0.4691491903691099
Purchase of PPE,RY,0.5214626685669947,0.2610684574593364,0.5210402735512082,0.4691491903691099
Net Business Purchase And Sale,RY,0.5214849430507342,0.26106952680817436,0.5210503783244509,0.46916168454723983
Purchase of Business,RY,0.5214763581979287,0.26106952680817436,0.5210500301918038,0.46916168454723983
Sale of Business,RY,0.5214849430507342,0.26272702688187277,0.5210503783244509,0.4691617899833422
Financing Cash Flow,RY,0.5214270504539823,0.2610708634942218,0.5210235721106277,0.46912466689021043
Cash Flow from Continuing Financing Activities,RY,0.5214270504539823,0.2610708634942218,0.5210235721106277,0.46912466689021043
Net Issuance Payments of Debt,RY,0.5214541589319417,0.2611623157344866,0.5210483118447639,0.46915783612950357
Net Long Term Debt Issuance,RY,0.521479742996786,0.2610889202131716,0.5210483743301108,0.4691577738263522
Long Term Debt Issuance,RY,0.5214838799731671,0.26109519118028574,0.521062304099232,0.46917496949613746
Long Term Debt Payments,RY,0.5214722212215476,0.26108128200718606,0.5210361004226826,0.4691445943135569
