Tag,Bank,2023-12-31  ,2023-09-30  ,2023-06-30  ,2023-03-31  ,2022-12-31  ,2022-09-30  ,2022-06-30  ,2022-03-31  ,2021-12-31  ,2021-09-30  ,2021-06-30  ,2021-03-31  ,2020-12-31  ,2020-09-30  ,2020-06-30  ,2020-03-31  ,2019-12-31  ,2019-09-30  ,2019-06-30  ,2019-03-31  ,2018-12-31  ,2018-09-30  ,2018-06-30  ,2018-03-31  ,2017-12-31  ,2017-09-30  ,2017-06-30  ,2017-03-31  ,2016-12-31  ,2016-09-30  ,2016-06-30  ,2016-03-31  ,2015-12-31  ,2015-09-30  ,2015-06-30  ,2015-03-31  ,2014-12-31  ,2014-09-30  ,2014-06-30  ,2014-03-31  ,2013-12-31  ,2013-09-30  ,2013-06-30  ,2013-03-31  ,2012-12-31  ,2012-09-30  ,2012-06-30  ,2012-03-31  ,2011-12-31  ,2011-09-30  ,2011-06-30  ,2011-03-31  ,2010-12-31  ,2010-09-30  ,2010-06-30  ,2010-03-31  ,2009-12-31  ,2009-09-30  ,2009-06-30  ,2009-03-31  ,2008-12-31  ,2008-09-30  ,2008-06-30  ,2008-03-31  ,2007-12-31  ,2007-09-30  ,2007-06-30  ,2007-03-31  ,2006-12-31  ,2006-09-30  ,2006-06-30  ,2006-03-31  ,2005-12-31  ,2005-09-30  ,2005-06-30  ,2005-03-31  ,2004-12-31  ,2004-09-30  ,2004-06-30  ,2004-03-31  ,2003-12-31  ,2003-09-30  ,2003-06-30  ,2003-03-31  ,2002-12-31  ,2001-12-31  ,2000-12-31  ,1999-12-31  ,1998-12-31  ,1997-12-31  ,1996-12-31  ,1995-12-31  ,1994-12-31  ,1993-12-31  
Net income of bank and minority interests.,wells-fargo-bank,"$22,005,000,000","$18,047,000,000","$11,461,000,000","$6,020,000,000","$16,062,000,000","$11,374,000,000","$7,616,000,000","$3,576,000,000","$17,584,000,000","$13,446,000,000","$9,185,000,000","$4,474,000,000","$3,459,000,000","$419,000,000","$-838,000,000","$2,079,000,000","$19,575,000,000","$16,229,000,000","$11,958,000,000","$5,798,000,000","$21,684,000,000","$16,593,000,000","$10,289,000,000","$4,747,000,000","$21,336,000,000","$14,718,000,000","$10,207,000,000","$4,944,000,000","$20,177,000,000","$15,067,000,000","$9,833,000,000","$4,735,000,000","$20,851,000,000","$15,664,000,000","$10,415,000,000","$4,979,000,000","$19,751,000,000","$14,873,000,000","$9,797,000,000","$4,618,000,000","$19,325,000,000","$14,436,000,000","$9,439,000,000","$4,589,000,000","$16,920,000,000","$12,192,000,000","$7,492,000,000","$3,842,000,000","$13,325,000,000","$9,799,000,000","$6,139,000,000","$3,087,000,000","$10,985,000,000","$7,714,000,000","$4,679,000,000","$2,103,000,000","$8,079,000,000","$5,535,000,000","$3,454,000,000","$1,268,000,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Net charge-offs,wells-fargo-bank,"$3,475,000,000","$2,219,000,000","$1,370,000,000","$604,000,000","$1,618,000,000","$1,057,000,000","$652,000,000","$308,000,000","$1,564,000,000","$1,153,000,000","$889,000,000","$505,000,000","$3,126,000,000","$2,533,000,000","$1,854,000,000","$743,000,000","$2,756,000,000","$1,988,000,000","$1,355,000,000","$701,000,000","$2,718,000,000","$2,025,000,000","$1,342,000,000","$738,000,000","$2,727,000,000","$1,966,000,000","$1,323,000,000","$738,000,000","$3,249,000,000","$2,402,000,000","$1,662,000,000","$801,000,000","$2,542,000,000","$1,787,000,000","$1,167,000,000","$606,000,000","$2,368,000,000","$1,735,000,000","$1,208,000,000","$660,000,000","$3,702,000,000","$2,911,000,000","$2,107,000,000","$1,181,000,000","$7,520,000,000","$5,821,000,000","$3,819,000,000","$1,991,000,000","$9,366,000,000","$7,196,000,000","$5,026,000,000","$2,700,000,000","$15,098,000,000","$11,845,000,000","$8,333,000,000","$4,528,000,000","$10,392,000,000","$7,210,000,000","$4,697,000,000","$2,153,000,000","$5,365,000,000","$3,352,000,000","$1,990,000,000","$1,002,000,000","$2,100,000,000","$1,311,000,000","$772,000,000","$378,000,000","$898,000,000","$554,000,000","$314,000,000","$165,000,000","$736,000,000","$504,000,000","$314,000,000","$162,000,000","$708,000,000","$522,000,000","$371,000,000","$200,000,000","$511,000,000","$366,000,000","$246,000,000","$135,000,000","$473,000,000","$421,000,000","$236,000,000","$295,000,000","$300,000,000","$324,075,000","$234,041,000","$245,178,000","$234,056,000","$479,273,000"
Cash dividends,wells-fargo-bank,"$22,300,000,000","$15,700,000,000","$10,300,000,000","$5,900,000,000","$14,400,000,000","$11,900,000,000","$7,800,000,000","$4,300,000,000","$15,000,000,000","$10,750,000,000","$6,000,000,000","$2,750,000,000","$1,750,000,000",$0,$0,$0,"$21,500,000,000","$17,500,000,000","$11,500,000,000","$5,500,000,000","$20,500,000,000","$15,000,000,000","$9,500,000,000","$4,500,000,000","$16,000,000,000","$11,500,000,000","$7,000,000,000","$3,500,000,000","$12,000,000,000","$8,500,000,000","$5,000,000,000","$2,500,000,000","$13,500,000,000","$10,500,000,000","$7,500,000,000","$4,500,000,000","$17,000,000,000","$12,000,000,000","$8,000,000,000","$4,000,000,000","$11,000,000,000","$7,000,000,000","$2,500,000,000","$500,000,000","$12,250,000,000","$9,750,000,000","$6,500,000,000","$3,250,000,000","$11,800,000,000","$8,300,000,000","$4,900,000,000","$1,500,000,000","$12,550,000,000","$9,300,000,000","$4,800,000,000",$0,"$7,100,000,000","$3,100,000,000","$600,000,000","$600,000,000","$1,300,000,000","$1,300,000,000","$1,100,000,000","$900,000,000","$5,700,000,000","$4,700,000,000","$4,100,000,000","$2,000,000,000","$2,200,000,000","$1,850,000,000","$1,100,000,000","$700,000,000","$4,950,000,000","$4,150,000,000","$3,350,000,000","$2,750,000,000","$3,250,000,000","$2,500,000,000","$1,500,000,000","$500,000,000","$2,700,000,000","$500,000,000",$0,$0,"$950,000,000","$1,298,000,000","$1,400,000,000","$900,000,000","$1,476,000,000","$2,018,805,000","$1,460,588,000","$1,131,332,000","$1,001,293,000",$0
"Sale, conversion, retirement of capital stock, net",wells-fargo-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$-288,000,000","$-288,000,000","$-288,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$22,000,000","$22,000,000","$22,000,000","$22,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$100,000,000"
Net operating income,wells-fargo-bank,"$22,141,000,000","$18,071,900,000","$11,462,640,000","$6,022,520,000","$15,927,600,000","$11,244,440,000","$7,484,800,000","$3,569,520,000","$17,375,440,000","$13,299,850,000","$9,042,010,000","$4,345,650,000","$2,617,000,000","$-119,780,000","$-1,174,540,000","$1,886,440,000","$19,438,920,000","$16,092,920,000","$11,825,160,000","$5,690,930,000","$21,580,800,000","$16,483,980,000","$10,229,750,000","$4,737,520,000","$20,849,740,000","$14,403,840,000","$9,997,240,000","$4,885,350,000","$19,545,280,000","$14,563,120,000","$9,432,480,000","$4,617,360,000","$20,303,600,000","$15,334,200,000","$10,153,880,000","$4,805,810,000","$19,428,730,000","$14,627,780,000","$9,692,480,000","$4,556,360,000","$19,345,400,000","$14,457,080,000","$9,452,600,000","$4,559,330,000","$17,018,490,000","$12,246,600,000","$7,546,400,000","$3,847,280,000","$13,417,400,000","$9,919,780,000","$6,272,980,000","$3,159,360,000","$11,213,360,000","$7,766,800,000","$4,680,980,000","$2,103,650,000","$8,326,650,000","$5,739,100,000","$3,937,840,000","$1,427,060,000","$2,977,050,000","$4,285,600,000","$2,799,320,000","$1,373,200,000","$5,565,930,000","$4,633,980,000","$3,099,840,000","$1,740,700,000","$6,360,600,000","$4,694,800,000","$3,092,360,000","$1,466,750,000","$6,300,350,000","$4,516,640,000","$2,876,920,000","$1,569,680,000","$5,222,600,000","$3,801,600,000","$2,589,720,000","$1,272,720,000","$3,709,800,000","$2,480,240,000","$1,631,440,000","$822,600,000","$2,631,720,000","$2,699,480,000","$1,533,280,000","$982,640,000","$879,280,000","$1,123,815,320","$842,604,720","$1,601,027,040","$845,427,880","$625,639,320"
Total interest income,wells-fargo-bank,"$78,188,000,000","$57,232,000,000","$37,036,000,000","$17,992,000,000","$50,620,000,000","$33,942,000,000","$20,309,000,000","$9,494,000,000","$37,074,000,000","$27,642,000,000","$18,472,000,000","$9,396,000,000","$44,497,000,000","$34,661,000,000","$24,523,000,000","$13,565,000,000","$60,377,000,000","$46,097,000,000","$31,062,000,000","$15,566,000,000","$59,504,000,000","$43,985,000,000","$28,953,000,000","$14,217,000,000","$54,585,000,000","$40,644,000,000","$26,636,000,000","$13,073,000,000","$49,162,000,000","$36,345,000,000","$23,924,000,000","$11,876,000,000","$45,110,000,000","$33,553,000,000","$22,155,000,000","$10,976,000,000","$42,794,000,000","$31,676,000,000","$20,863,000,000","$10,349,000,000","$41,799,000,000","$31,258,000,000","$20,803,000,000","$10,327,000,000","$42,617,000,000","$32,057,000,000","$21,554,000,000","$10,716,000,000","$42,695,000,000","$31,947,000,000","$21,367,000,000","$10,689,000,000","$45,337,000,000","$34,175,000,000","$22,922,000,000","$11,358,000,000","$27,853,000,000","$18,914,000,000","$12,717,000,000","$6,274,000,000","$25,933,000,000","$19,369,000,000","$12,864,000,000","$6,557,000,000","$26,216,000,000","$19,371,000,000","$12,474,000,000","$6,192,000,000","$24,838,000,000","$18,488,000,000","$11,906,000,000","$5,680,000,000","$19,351,000,000","$13,898,000,000","$8,936,000,000","$4,338,000,000","$15,046,000,000","$11,012,000,000","$7,197,000,000","$3,603,000,000","$10,569,000,000","$6,887,000,000","$4,453,000,000","$2,153,000,000","$7,380,000,000","$7,031,000,000","$6,676,000,000","$5,791,000,000","$5,800,000,000","$6,012,320,000","$5,715,356,000","$3,860,941,000","$3,714,459,000","$3,691,394,000"
Interest income: Domestic office loans,wells-fargo-bank,"$52,270,000,000","$38,549,000,000","$25,065,000,000","$12,193,000,000","$34,910,000,000","$23,658,000,000","$14,234,000,000","$6,718,000,000","$27,025,000,000","$20,204,000,000","$13,598,000,000","$6,930,000,000","$32,369,000,000","$25,012,000,000","$17,395,000,000","$9,445,000,000","$41,437,000,000","$31,539,000,000","$21,191,000,000","$10,608,000,000","$41,453,000,000","$30,707,000,000","$20,227,000,000","$9,935,000,000","$38,886,000,000","$28,911,000,000","$18,937,000,000","$9,319,000,000","$36,400,000,000","$27,095,000,000","$17,869,000,000","$8,857,000,000","$34,128,000,000","$25,493,000,000","$16,835,000,000","$8,315,000,000","$32,551,000,000","$24,053,000,000","$15,826,000,000","$7,853,000,000","$32,349,000,000","$24,308,000,000","$16,199,000,000","$8,068,000,000","$33,209,000,000","$24,880,000,000","$16,646,000,000","$8,252,000,000","$33,099,000,000","$24,762,000,000","$16,520,000,000","$8,284,000,000","$34,657,000,000","$26,145,000,000","$17,559,000,000","$8,623,000,000","$21,671,000,000","$14,239,000,000","$9,522,000,000","$4,717,000,000","$20,390,000,000","$15,355,000,000","$10,299,000,000","$5,306,000,000","$22,229,000,000","$16,520,000,000","$10,780,000,000","$5,377,000,000","$21,167,000,000","$15,689,000,000","$10,206,000,000","$4,943,000,000","$17,223,000,000","$12,420,000,000","$7,949,000,000","$3,832,000,000","$13,060,000,000","$9,548,000,000","$6,264,000,000","$3,149,000,000","$9,658,000,000","$6,289,000,000","$4,075,000,000","$1,957,000,000","$6,384,000,000","$5,782,000,000","$5,385,000,000","$4,507,000,000","$4,791,000,000","$4,964,838,000","$4,653,691,000","$3,138,799,000","$2,869,545,000","$2,859,134,000"
Interest income: Foreign office loans,wells-fargo-bank,"$2,642,000,000","$1,950,000,000","$1,248,000,000","$589,000,000","$1,424,000,000","$916,000,000","$534,000,000","$245,000,000","$906,000,000","$673,000,000","$454,000,000","$224,000,000","$1,035,000,000","$811,000,000","$574,000,000","$309,000,000","$1,353,000,000","$1,030,000,000","$706,000,000","$353,000,000","$1,297,000,000","$981,000,000","$649,000,000","$318,000,000","$1,200,000,000","$886,000,000","$571,000,000","$276,000,000","$983,000,000","$709,000,000","$465,000,000","$217,000,000","$717,000,000","$483,000,000","$319,000,000","$170,000,000","$742,000,000","$557,000,000","$342,000,000","$158,000,000","$501,000,000","$340,000,000","$217,000,000","$96,000,000","$423,000,000","$320,000,000","$214,000,000","$106,000,000","$368,000,000","$276,000,000","$178,000,000","$76,000,000","$269,000,000","$171,000,000","$148,000,000","$88,000,000","$2,000,000","$1,000,000",$0,$0,"$5,000,000","$4,000,000","$2,000,000","$1,000,000","$4,000,000","$2,000,000","$2,000,000","$1,000,000","$3,000,000","$2,000,000","$1,000,000","$1,000,000","$2,000,000","$1,000,000","$1,000,000",$0,"$1,000,000","$1,000,000",$0,$0,"$1,000,000",$0,$0,$0,$0,"$1,000,000","$3,000,000","$3,000,000","$3,000,000","$3,387,000","$2,263,000",$0,$0,$0
Interest income: Lease financing receivables,wells-fargo-bank,"$726,000,000","$524,000,000","$339,000,000","$165,000,000","$580,000,000","$424,000,000","$292,000,000","$147,000,000","$667,000,000","$512,000,000","$348,000,000","$170,000,000","$704,000,000","$529,000,000","$391,000,000","$204,000,000","$832,000,000","$628,000,000","$429,000,000","$221,000,000","$900,000,000","$685,000,000","$458,000,000","$249,000,000","$805,000,000","$675,000,000","$458,000,000","$232,000,000","$885,000,000","$617,000,000","$402,000,000","$171,000,000","$509,000,000","$384,000,000","$268,000,000","$136,000,000","$595,000,000","$453,000,000","$308,000,000","$157,000,000","$659,000,000","$503,000,000","$363,000,000","$188,000,000","$821,000,000","$646,000,000","$461,000,000","$264,000,000","$849,000,000","$645,000,000","$442,000,000","$226,000,000","$1,107,000,000","$845,000,000","$581,000,000","$287,000,000","$417,000,000","$315,000,000","$212,000,000","$106,000,000","$378,000,000","$275,000,000","$174,000,000","$72,000,000","$230,000,000","$166,000,000","$107,000,000","$51,000,000","$191,000,000","$141,000,000","$91,000,000","$45,000,000","$171,000,000","$127,000,000","$84,000,000","$43,000,000","$160,000,000","$123,000,000","$82,000,000","$42,000,000",$0,"$215,000,000","$150,000,000","$77,000,000","$379,000,000","$476,000,000","$460,000,000","$443,000,000","$391,000,000","$303,807,000","$218,868,000","$139,847,000","$119,487,000","$117,518,000"
Interest Income: Balance due from depository inst,wells-fargo-bank,"$6,867,000,000","$4,459,000,000","$2,558,000,000","$1,138,000,000","$2,196,000,000","$1,093,000,000","$408,000,000","$95,000,000","$304,000,000","$216,000,000","$122,000,000","$53,000,000","$501,000,000","$449,000,000","$396,000,000","$350,000,000","$2,760,000,000","$2,270,000,000","$1,594,000,000","$800,000,000","$2,823,000,000","$2,009,000,000","$1,295,000,000","$625,000,000","$2,134,000,000","$1,537,000,000","$918,000,000","$402,000,000","$1,155,000,000","$895,000,000","$596,000,000","$298,000,000","$609,000,000","$439,000,000","$302,000,000","$155,000,000","$555,000,000","$402,000,000","$255,000,000","$121,000,000","$331,000,000","$212,000,000","$128,000,000","$59,000,000","$155,000,000","$96,000,000","$55,000,000","$25,000,000","$215,000,000","$172,000,000","$101,000,000","$47,000,000","$127,000,000","$91,000,000","$56,000,000","$19,000,000","$31,000,000","$13,000,000","$11,000,000","$6,000,000","$44,000,000","$32,000,000","$24,000,000","$15,000,000","$63,000,000","$49,000,000","$35,000,000","$19,000,000","$78,000,000","$51,000,000","$35,000,000","$20,000,000","$56,000,000","$44,000,000","$28,000,000","$15,000,000","$64,000,000","$47,000,000","$35,000,000","$17,000,000","$11,000,000","$17,000,000","$12,000,000","$7,000,000","$77,000,000","$137,000,000","$124,000,000","$70,000,000","$5,000,000","$336,000","$2,900,000","$124,000","$56,000","$23,000"
Interest income: Securities,wells-fargo-bank,"$11,954,000,000","$8,957,000,000","$5,922,000,000","$2,870,000,000","$9,110,000,000","$6,454,000,000","$4,090,000,000","$1,977,000,000","$7,029,000,000","$5,222,000,000","$3,420,000,000","$1,745,000,000","$8,477,000,000","$6,708,000,000","$4,853,000,000","$2,627,000,000","$11,345,000,000","$8,687,000,000","$5,929,000,000","$3,013,000,000","$11,050,000,000","$8,168,000,000","$5,434,000,000","$2,663,000,000","$10,083,000,000","$7,582,000,000","$5,073,000,000","$2,523,000,000","$8,740,000,000","$6,374,000,000","$4,183,000,000","$2,133,000,000","$8,301,000,000","$6,131,000,000","$4,006,000,000","$1,984,000,000","$7,574,000,000","$5,626,000,000","$3,757,000,000","$1,874,000,000","$7,191,000,000","$5,320,000,000","$3,503,000,000","$1,721,000,000","$7,285,000,000","$5,609,000,000","$3,833,000,000","$1,894,000,000","$7,522,000,000","$5,664,000,000","$3,845,000,000","$1,917,000,000","$8,639,000,000","$6,528,000,000","$4,316,000,000","$2,196,000,000","$5,581,000,000","$4,225,000,000","$2,890,000,000","$1,388,000,000","$4,695,000,000","$3,333,000,000","$2,094,000,000","$999,000,000","$3,084,000,000","$2,231,000,000","$1,300,000,000","$621,000,000","$3,046,000,000","$2,381,000,000","$1,425,000,000","$601,000,000","$1,683,000,000","$1,146,000,000","$762,000,000","$395,000,000","$1,635,000,000","$1,212,000,000","$773,000,000","$373,000,000","$826,000,000","$316,000,000","$181,000,000","$94,000,000","$447,000,000","$522,000,000","$572,000,000","$519,000,000","$512,000,000","$688,068,000","$727,286,000","$578,081,000","$719,475,000","$691,624,000"
Interest income: Trading accounts,wells-fargo-bank,"$1,071,000,000","$781,000,000","$513,000,000","$242,000,000","$1,054,000,000","$769,000,000","$515,000,000","$249,000,000","$931,000,000","$666,000,000","$435,000,000","$224,000,000","$897,000,000","$685,000,000","$490,000,000","$286,000,000","$1,143,000,000","$822,000,000","$525,000,000","$247,000,000","$995,000,000","$741,000,000","$459,000,000","$229,000,000","$780,000,000","$548,000,000","$358,000,000","$172,000,000","$575,000,000","$385,000,000","$239,000,000","$118,000,000","$425,000,000","$307,000,000","$212,000,000","$106,000,000","$386,000,000","$267,000,000","$169,000,000","$80,000,000","$290,000,000","$203,000,000","$139,000,000","$69,000,000","$288,000,000","$213,000,000","$155,000,000","$80,000,000","$327,000,000","$204,000,000","$138,000,000","$68,000,000","$268,000,000","$205,000,000","$143,000,000","$87,000,000","$52,000,000","$49,000,000","$40,000,000","$35,000,000","$27,000,000","$25,000,000","$23,000,000","$14,000,000","$39,000,000","$27,000,000","$13,000,000","$5,000,000","$56,000,000","$51,000,000","$42,000,000","$22,000,000","$65,000,000","$47,000,000","$33,000,000","$11,000,000","$27,000,000","$18,000,000","$11,000,000","$6,000,000","$32,000,000","$18,000,000","$10,000,000","$3,000,000","$52,000,000","$78,000,000","$59,000,000","$28,000,000","$46,000,000","$33,192,000","$9,455,000",$0,$0,$0
Interest income: Federal funds sold,wells-fargo-bank,"$2,305,000,000","$1,743,000,000","$1,199,000,000","$692,000,000","$1,133,000,000","$500,000,000","$164,000,000","$38,000,000","$124,000,000","$92,000,000","$62,000,000","$33,000,000","$404,000,000","$376,000,000","$345,000,000","$288,000,000","$1,209,000,000","$898,000,000","$558,000,000","$262,000,000","$728,000,000","$503,000,000","$307,000,000","$137,000,000","$440,000,000","$313,000,000","$190,000,000","$84,000,000","$264,000,000","$183,000,000","$116,000,000","$56,000,000","$181,000,000","$134,000,000","$91,000,000","$48,000,000","$144,000,000","$133,000,000","$81,000,000","$43,000,000","$257,000,000","$208,000,000","$147,000,000","$75,000,000","$242,000,000","$151,000,000","$96,000,000","$48,000,000","$127,000,000","$83,000,000","$49,000,000","$24,000,000","$81,000,000","$48,000,000","$26,000,000","$12,000,000","$39,000,000","$30,000,000","$15,000,000","$9,000,000","$326,000,000","$296,000,000","$217,000,000","$136,000,000","$522,000,000","$343,000,000","$214,000,000","$107,000,000","$251,000,000","$139,000,000","$83,000,000","$37,000,000","$102,000,000","$76,000,000","$53,000,000","$29,000,000","$51,000,000","$27,000,000","$8,000,000","$4,000,000","$8,000,000","$14,000,000","$13,000,000","$9,000,000","$17,000,000","$12,000,000","$73,000,000","$221,000,000","$52,000,000","$18,692,000","$100,893,000","$4,090,000","$5,896,000","$23,095,000"
Other interest income,wells-fargo-bank,"$353,000,000","$269,000,000","$192,000,000","$103,000,000","$213,000,000","$128,000,000","$72,000,000","$25,000,000","$88,000,000","$57,000,000","$33,000,000","$17,000,000","$110,000,000","$91,000,000","$79,000,000","$56,000,000","$298,000,000","$223,000,000","$130,000,000","$62,000,000","$258,000,000","$191,000,000","$124,000,000","$61,000,000","$257,000,000","$192,000,000","$131,000,000","$65,000,000","$160,000,000","$87,000,000","$54,000,000","$26,000,000","$240,000,000","$182,000,000","$122,000,000","$62,000,000","$247,000,000","$185,000,000","$125,000,000","$63,000,000","$221,000,000","$164,000,000","$107,000,000","$51,000,000","$194,000,000","$142,000,000","$94,000,000","$47,000,000","$188,000,000","$141,000,000","$94,000,000","$47,000,000","$189,000,000","$142,000,000","$93,000,000","$46,000,000","$60,000,000","$42,000,000","$27,000,000","$13,000,000","$68,000,000","$49,000,000","$31,000,000","$14,000,000","$45,000,000","$33,000,000","$23,000,000","$11,000,000","$46,000,000","$34,000,000","$23,000,000","$11,000,000","$49,000,000","$37,000,000","$26,000,000","$13,000,000","$48,000,000","$36,000,000","$24,000,000","$12,000,000","$33,000,000","$18,000,000","$12,000,000","$6,000,000","$24,000,000","$23,000,000",NA,NA,NA,NA,NA,NA,NA,NA
Total interest expense,wells-fargo-bank,"$23,195,000,000","$15,834,000,000","$9,452,000,000","$4,191,000,000","$5,175,000,000","$2,205,000,000","$641,000,000","$237,000,000","$1,038,000,000","$828,000,000","$578,000,000","$304,000,000","$4,211,000,000","$3,841,000,000","$3,303,000,000","$2,360,000,000","$12,500,000,000","$9,625,000,000","$6,377,000,000","$3,112,000,000","$9,433,000,000","$6,588,000,000","$4,126,000,000","$1,908,000,000","$5,985,000,000","$4,306,000,000","$2,682,000,000","$1,242,000,000","$3,748,000,000","$2,690,000,000","$1,718,000,000","$832,000,000","$2,188,000,000","$1,587,000,000","$1,057,000,000","$541,000,000","$2,237,000,000","$1,685,000,000","$1,111,000,000","$554,000,000","$2,501,000,000","$1,915,000,000","$1,312,000,000","$650,000,000","$2,939,000,000","$2,245,000,000","$1,532,000,000","$784,000,000","$3,814,000,000","$2,919,000,000","$1,994,000,000","$1,020,000,000","$4,730,000,000","$3,624,000,000","$2,448,000,000","$1,269,000,000","$2,882,000,000","$1,897,000,000","$1,345,000,000","$695,000,000","$6,674,000,000","$5,432,000,000","$3,790,000,000","$2,227,000,000","$10,468,000,000","$7,750,000,000","$4,810,000,000","$2,355,000,000","$9,378,000,000","$6,948,000,000","$4,370,000,000","$1,986,000,000","$5,356,000,000","$3,580,000,000","$2,151,000,000","$984,000,000","$2,529,000,000","$1,719,000,000","$1,053,000,000","$519,000,000","$1,722,000,000","$1,209,000,000","$800,000,000","$387,000,000","$1,544,000,000","$2,558,000,000","$2,603,000,000","$1,926,000,000","$1,831,000,000","$1,940,905,000","$1,843,336,000","$1,361,750,000","$1,070,199,000","$1,039,946,000"
Interest expense: Domestic office deposits,wells-fargo-bank,"$18,129,000,000","$12,403,000,000","$7,387,000,000","$3,187,000,000","$3,534,000,000","$1,427,000,000","$267,000,000","$87,000,000","$388,000,000","$303,000,000","$213,000,000","$107,000,000","$2,609,000,000","$2,463,000,000","$2,178,000,000","$1,624,000,000","$8,002,000,000","$6,066,000,000","$3,901,000,000","$1,852,000,000","$5,039,000,000","$3,432,000,000","$2,071,000,000","$910,000,000","$2,384,000,000","$1,662,000,000","$991,000,000","$445,000,000","$1,269,000,000","$916,000,000","$599,000,000","$287,000,000","$879,000,000","$654,000,000","$445,000,000","$234,000,000","$1,010,000,000","$770,000,000","$522,000,000","$264,000,000","$1,287,000,000","$1,004,000,000","$700,000,000","$359,000,000","$1,664,000,000","$1,277,000,000","$865,000,000","$439,000,000","$2,144,000,000","$1,666,000,000","$1,141,000,000","$582,000,000","$2,697,000,000","$2,055,000,000","$1,369,000,000","$698,000,000","$1,795,000,000","$1,353,000,000","$956,000,000","$514,000,000","$3,687,000,000","$2,902,000,000","$2,100,000,000","$1,268,000,000","$6,476,000,000","$4,849,000,000","$3,122,000,000","$1,555,000,000","$6,294,000,000","$4,660,000,000","$2,915,000,000","$1,342,000,000","$3,542,000,000","$2,330,000,000","$1,417,000,000","$642,000,000","$1,701,000,000","$1,167,000,000","$708,000,000","$332,000,000","$1,011,000,000","$552,000,000","$373,000,000","$179,000,000","$708,000,000","$1,220,000,000","$1,448,000,000","$1,366,000,000","$1,502,000,000","$1,561,734,000","$1,469,375,000","$904,722,000","$803,020,000","$874,409,000"
Interest expense: Foreign office deposits,wells-fargo-bank,"$624,000,000","$425,000,000","$256,000,000","$111,000,000","$138,000,000","$50,000,000","$12,000,000","$1,000,000","$14,000,000","$11,000,000",$0,$0,"$237,000,000","$227,000,000","$205,000,000","$165,000,000","$939,000,000","$732,000,000","$500,000,000","$259,000,000","$835,000,000","$600,000,000","$396,000,000","$229,000,000","$842,000,000","$588,000,000","$348,000,000","$149,000,000","$319,000,000","$214,000,000","$123,000,000","$57,000,000","$177,000,000","$132,000,000","$88,000,000","$46,000,000","$159,000,000","$111,000,000","$68,000,000","$33,000,000","$115,000,000","$83,000,000","$52,000,000","$26,000,000","$113,000,000","$85,000,000","$55,000,000","$26,000,000","$177,000,000","$137,000,000","$92,000,000","$45,000,000","$174,000,000","$143,000,000","$98,000,000","$47,000,000","$114,000,000","$88,000,000","$58,000,000","$24,000,000","$1,313,000,000","$1,170,000,000","$837,000,000","$495,000,000","$2,303,000,000","$1,655,000,000","$976,000,000","$508,000,000","$1,762,000,000","$1,283,000,000","$790,000,000","$346,000,000","$837,000,000","$561,000,000","$312,000,000","$143,000,000","$258,000,000","$152,000,000","$87,000,000","$42,000,000","$147,000,000","$161,000,000","$116,000,000","$62,000,000","$178,000,000","$232,000,000","$156,000,000","$30,000,000","$40,000,000","$76,828,000","$29,803,000","$110,319,000","$55,815,000","$24,288,000"
Interest expense: Federal funds purchased,wells-fargo-bank,"$551,000,000","$364,000,000","$191,000,000","$86,000,000","$181,000,000","$79,000,000","$19,000,000","$1,000,000","$1,000,000","$1,000,000","$2,000,000","$1,000,000","$36,000,000","$32,000,000","$31,000,000","$31,000,000","$168,000,000","$141,000,000","$97,000,000","$58,000,000","$201,000,000","$144,000,000","$95,000,000","$45,000,000","$127,000,000","$84,000,000","$54,000,000","$20,000,000","$78,000,000","$56,000,000","$37,000,000","$19,000,000","$26,000,000","$19,000,000","$12,000,000","$6,000,000","$39,000,000","$33,000,000","$24,000,000","$11,000,000","$56,000,000","$42,000,000","$29,000,000","$15,000,000","$36,000,000","$16,000,000","$9,000,000","$5,000,000","$22,000,000","$17,000,000","$11,000,000","$5,000,000","$39,000,000","$30,000,000","$19,000,000","$10,000,000","$69,000,000","$60,000,000","$51,000,000","$27,000,000","$316,000,000","$297,000,000","$224,000,000","$137,000,000","$691,000,000","$500,000,000","$301,000,000","$119,000,000","$649,000,000","$509,000,000","$341,000,000","$147,000,000","$379,000,000","$235,000,000","$123,000,000","$56,000,000","$182,000,000","$130,000,000","$85,000,000","$57,000,000","$282,000,000","$277,000,000","$178,000,000","$81,000,000","$372,000,000","$654,000,000","$572,000,000","$86,000,000","$173,000,000","$189,281,000","$178,094,000","$215,209,000","$111,734,000","$34,769,000"
